sk_customer,sk_product,sk_region,sk_shipping,Sales,Quantity,Discount,Profit
475,41,145,1604,45.99,1,0.0,13.3371
475,523,145,1604,535.41,3,0.0,160.623
475,541,145,1604,6.096,2,0.2,2.0574
475,1346,145,1604,45.36,7,0.0,21.7728
33,327,219,990,47.12,8,0.0,20.7328
429,464,253,1605,31.36,4,0.0,15.68
213,400,134,371,47.616,3,0.2,3.5712
213,713,134,371,23.48,5,0.2,8.218
690,554,33,753,62.79,3,0.8,-166.3935
690,1452,33,753,28.44,9,0.2,4.266
104,203,15,1606,134.376,3,0.2,6.7188
275,1561,290,1607,589.9,2,0.0,147.475
275,325,290,1607,542.94,3,0.0,141.1644
85,308,14,859,2879.952,6,0.2,1007.9832
85,446,14,859,90.48,3,0.2,33.93
246,179,50,1608,77.55,5,0.0,21.714
3,329,85,1342,8.832,3,0.2,-1.9872
3,450,85,1342,177.536,4,0.2,62.1376
3,1256,85,1342,177.536,4,0.2,62.1376
3,772,85,1342,258.48,2,0.2,-3.231
3,327,85,1342,14.136,3,0.2,4.2408
317,172,165,1581,77.55,5,0.0,20.163
317,255,165,1581,24.88,2,0.0,6.9664
317,1494,165,1581,140.75,5,0.0,39.41
317,769,165,1581,36.63,3,0.0,9.8901
316,1713,504,614,17.14,2,0.0,6.1704
233,493,35,1609,51.75,5,0.0,24.84
233,484,35,1609,123.96,3,0.0,11.1564
104,1714,35,914,586.398,6,0.15,34.494
104,463,35,914,80.98,1,0.0,3.2392
511,463,35,1173,242.94,3,0.0,9.7176
276,292,63,1610,123.92,4,0.0,33.4584
276,106,63,1610,12.39,3,0.0,5.6994
276,1585,63,1610,47.3,2,0.0,12.298
536,1715,390,1611,1599.92,8,0.0,751.9624
536,1496,390,1611,11.09,1,0.0,5.4341
457,449,377,1190,3.168,4,0.7,-2.5344
457,1716,377,1190,579.136,4,0.2,-28.9568
477,1425,60,1597,6.368,2,0.2,2.1492
477,1512,60,1597,558.4,2,0.2,41.88
605,408,165,1612,145.764,2,0.1,-8.098
226,708,196,1613,13.62,3,0.0,6.129
749,1605,30,1614,434.646,3,0.1,62.7822
11,1717,6,1615,440.19,9,0.0,206.8893
11,510,6,1615,64.4,5,0.0,1.932
572,1195,95,107,244.55,5,0.0,114.9385
572,1458,95,107,195.76,4,0.0,97.88
690,1027,348,1148,11.76,2,0.0,5.7624
690,1305,348,1148,166.45,5,0.0,39.948
410,1606,95,1453,2.88,1,0.0,1.3536
543,87,483,576,45.248,2,0.2,3.9592
648,732,12,622,59.904,2,0.2,14.2272
648,673,12,622,23.696,2,0.2,6.5164
648,391,12,622,7.968,2,0.2,2.8884
648,191,12,622,18.2,7,0.2,2.0475
648,1718,12,622,27.552,3,0.2,-0.3444
648,230,12,622,844.116,6,0.3,-36.1764
648,919,12,622,76.752,3,0.2,-9.594
139,552,134,44,3.0,1,0.2,1.05
550,763,119,1616,7.506,9,0.7,-6.0048
550,324,119,1616,16.56,2,0.2,5.796
11,899,61,1617,79.92,4,0.0,34.3656
11,345,61,1617,69.98,2,0.0,13.2962
588,560,7,832,11.06,10,0.8,-18.802
588,422,7,832,623.4648,7,0.32,-119.1918
588,1690,7,832,772.68,5,0.2,-57.951
108,1163,186,1618,283.14,4,0.1,72.358
108,564,186,1618,635.96,4,0.0,165.3496
108,1283,186,1618,118.99,1,0.0,33.3172
108,271,186,1618,272.94,3,0.0,30.0234
9,1461,75,1619,15.008,2,0.2,1.5008
640,1355,505,266,33.088,4,0.2,11.1672
640,463,505,266,80.98,1,0.0,3.2392
640,1719,505,266,82.8,12,0.0,6.624
640,689,505,266,21.36,2,0.0,5.7672
640,1587,505,266,62.048,2,0.2,20.1656
682,1336,136,528,29.61,9,0.0,13.3245
161,1222,315,1620,863.928,9,0.2,86.3928
335,1551,75,517,241.92,4,0.4,-56.448
335,1660,75,517,163.88,4,0.5,-81.94
335,705,75,517,3.486,2,0.7,-2.7888
335,978,75,517,10.584,7,0.2,-2.3814
333,1720,239,1428,440.91,9,0.0,123.4548
670,32,208,1621,5.715,5,0.7,-4.7625
565,1435,116,1622,51.968,2,0.2,10.3936
565,248,116,1622,71.976,3,0.2,21.5928
565,213,116,1622,242.352,3,0.2,-42.4116
565,450,116,1622,221.92,5,0.2,77.672
565,1256,116,1622,221.92,5,0.2,77.672
565,1456,116,1622,8.448,2,0.2,2.64
253,784,186,1623,29.52,4,0.0,14.4648
253,940,186,1623,302.94,3,0.0,48.4704
253,1479,186,1623,142.36,2,0.0,38.4372
253,165,186,1623,546.66,9,0.0,136.665
253,1474,186,1623,212.13,3,0.0,14.8491
452,1637,111,1048,5.248,2,0.2,0.5904
452,245,111,1048,74.416,2,0.2,-14.8832
452,636,111,1048,6.848,2,0.2,2.14
452,298,111,1048,7.996,1,0.6,-6.9965
705,1123,15,868,8.712,2,0.8,-19.602
152,666,506,1624,65.17,7,0.0,18.8993
152,150,506,1624,14.62,2,0.0,6.8714
152,791,506,1624,173.24,4,0.0,17.324
577,1199,14,1625,895.92,5,0.2,302.373
577,124,14,1625,130.71,3,0.0,39.213
577,816,14,1625,11.68,2,0.0,3.0368
577,1207,14,1625,62.31,3,0.0,22.4316
124,805,75,1626,0.852,1,0.7,-0.5964
720,822,144,1051,36.288,7,0.2,12.7008
720,1474,144,1051,56.568,2,0.6,-74.9526
456,891,41,1627,344.704,2,0.2,38.7792
456,1514,41,1627,344.704,2,0.2,38.7792
399,1076,128,1108,201.584,2,0.2,20.1584
476,981,61,821,521.96,2,0.0,88.7332
76,451,309,419,8.22,3,0.0,2.2194
250,516,10,1628,45.36,7,0.0,21.7728
369,275,26,1629,947.17,7,0.0,9.4717
369,1721,26,1629,61.96,2,0.0,27.882
750,365,174,759,268.935,3,0.5,-209.7693
279,780,6,309,7.58,1,0.0,2.9562
224,527,507,1630,14.73,3,0.0,7.2177
698,92,332,959,9.888,2,0.7,-6.9216
698,139,332,959,671.544,3,0.2,50.3658
487,1379,30,894,1117.92,4,0.0,55.896
487,1132,30,894,275.952,3,0.2,-37.9434
24,721,95,1631,123.144,7,0.2,46.179
604,1722,163,862,15.576,3,0.2,3.3099
580,131,189,445,212.64,6,0.0,99.9408
580,1139,189,445,9.87,3,0.0,4.5402
580,945,189,445,53.25,3,0.0,20.7675
580,1516,189,445,19.92,3,0.0,9.5616
115,2,46,405,658.746,3,0.1,146.388
391,933,508,1371,8.26,2,0.0,3.8822
391,533,508,1371,29.84,2,0.0,13.428
391,153,508,1371,67.98,2,0.0,14.9556
151,586,107,1632,61.06,2,0.0,28.0876
151,982,107,1632,35.544,1,0.2,-0.8886
395,696,61,108,9.96,2,0.0,4.5816
395,1335,61,108,9.21,3,0.0,2.3025
395,666,61,108,27.93,3,0.0,8.0997
149,1452,39,1400,7.9,2,0.0,2.528
149,1136,39,1400,221.16,4,0.0,57.5016
149,675,39,1400,127.96,2,0.0,62.7004
149,806,39,1400,18.69,3,0.0,9.1581
379,1593,95,1633,25.35,3,0.0,7.605
379,1552,95,1633,35.28,3,0.0,11.9952
297,486,6,1634,33.4,5,0.0,16.032
394,1512,322,1635,837.6,3,0.2,62.82
13,1059,79,11,40.68,3,0.2,-9.153
302,546,281,1155,209.568,2,0.2,-23.5764
103,1723,111,343,22.368,4,0.2,6.4308
619,631,119,566,3.882,2,0.7,-2.588
619,1724,119,566,115.296,3,0.2,40.3536
13,1325,106,1422,1.908,2,0.7,-1.5264
680,588,509,816,43.372,7,0.8,-69.3952
612,474,30,353,783.96,4,0.0,219.5088
612,1007,30,353,48.896,2,0.2,18.336
612,702,30,353,7.856,2,0.2,2.8478
299,1675,48,1636,5.904,2,0.2,1.9926
299,1269,48,1636,13.712,2,0.2,1.0284
750,1725,459,387,182.94,3,0.0,85.9818
311,932,95,222,27.76,4,0.0,9.9936
490,1072,30,1637,25.99,1,0.0,7.5371
375,727,66,1638,113.52,5,0.2,29.799
375,1198,66,1638,359.88,3,0.2,22.4925
751,1616,223,1639,25.344,4,0.2,9.1872
255,597,10,1640,11.952,3,0.2,4.1832
255,1726,10,1640,6.24,3,0.0,1.872
550,40,510,1641,742.336,8,0.2,83.5128
201,1389,27,1100,6.464,1,0.6,-4.04
201,751,27,1100,11.52,5,0.2,4.176
201,880,27,1100,222.384,2,0.2,16.6788
736,816,247,1642,23.36,4,0.0,6.0736
317,873,256,1643,8.67,3,0.0,4.0749
317,1269,256,1643,25.71,3,0.0,6.6846
8,338,286,366,100.94,7,0.0,33.3102
660,479,251,1644,63.882,1,0.1,10.647
57,1443,33,1631,683.144,4,0.3,0.0
57,1727,33,1631,1.476,3,0.8,-2.214
57,520,33,1631,40.712,7,0.2,3.5623
674,973,478,1645,279.9,5,0.0,137.151
6,1372,98,343,13.12,5,0.2,1.148
6,1385,98,343,69.576,4,0.7,-143.7904
6,831,98,343,4.224,3,0.2,0.4752
6,1728,98,343,58.08,4,0.2,-6.534
6,1037,98,343,52.416,9,0.2,15.0696
6,1011,98,343,54.92,5,0.2,10.984
6,1281,98,343,54.92,5,0.2,10.984
6,1358,98,343,364.95,5,0.5,-248.166
6,785,98,343,85.056,3,0.2,28.7064
6,1729,98,343,85.056,3,0.2,28.7064
6,97,98,343,27.696,3,0.2,9.6936
515,918,165,1646,24.96,4,0.0,11.232
752,1646,2,849,43.13,1,0.0,18.1146
243,626,511,1647,5.64,3,0.0,2.7072
150,1253,134,1648,57.582,3,0.7,-44.1462
150,1363,134,1648,31.104,6,0.2,10.8864
150,1626,134,1648,30.192,3,0.2,8.3028
150,48,134,1648,43.6,5,0.2,4.36
150,1730,134,1648,4.768,2,0.2,0.4172
150,155,134,1648,10.38,2,0.7,-7.612
150,79,134,1648,13.392,8,0.7,-9.8208
709,788,12,1649,39.594,1,0.4,-7.2589
709,1322,12,1649,91.008,9,0.2,19.3392
160,646,142,1650,37.94,2,0.0,18.2112
160,1470,142,1650,42.8,10,0.0,19.26
160,608,142,1650,33.63,3,0.0,10.089
537,1261,64,1417,62.808,3,0.2,21.1977
682,1717,425,1651,195.64,4,0.0,91.9508
682,1202,425,1651,239.9,2,0.0,71.97
687,325,64,1652,380.058,3,0.3,-21.7176
687,363,64,1652,1199.976,4,0.4,179.9964
687,1731,64,1652,48.576,3,0.2,9.7152
578,152,26,1653,17.94,3,0.0,8.073
727,231,64,271,18.264,3,0.2,6.1641
727,1684,64,271,34.656,2,0.2,5.6316
727,548,64,271,81.552,2,0.2,8.1552
727,1053,64,271,227.136,4,0.2,-42.588
753,1521,212,1576,10.36,2,0.0,5.0764
725,1381,66,1654,463.248,8,0.8,-1181.2824
725,663,66,1654,383.952,6,0.2,47.994
126,447,512,1655,44.856,6,0.7,-35.8848
238,1732,48,554,30.345,7,0.7,-24.276
238,165,48,554,127.554,3,0.3,-9.111
238,1435,48,554,77.952,3,0.2,15.5904
532,238,2,1054,14.016,4,0.2,4.9056
706,1167,127,1089,69.52,2,0.0,19.4656
706,876,127,1089,5.64,3,0.0,1.6356
628,1223,46,810,13.776,3,0.2,4.4772
334,1377,513,1631,245.88,6,0.0,68.8464
334,769,513,1631,36.63,3,0.0,9.8901
334,1021,513,1631,22.58,2,0.0,5.8708
334,933,513,1631,12.39,3,0.0,5.8233
487,1241,95,1656,39.92,5,0.2,13.473
487,1338,95,1656,61.96,2,0.0,27.882
487,806,95,1656,19.936,4,0.2,7.2268
652,866,83,1657,3.798,2,0.7,-2.6586
652,882,83,1657,27.744,6,0.2,10.0572
652,196,83,1657,158.376,4,0.4,-34.3148
338,94,1,792,27.58,2,0.0,11.5836
393,1509,393,766,5.553,3,0.7,-4.0722
124,894,32,1658,243.92,5,0.2,-54.882
694,1038,101,369,14.96,4,0.0,0.2992
90,309,142,1659,7.184,2,0.2,2.245
235,238,145,1660,10.512,3,0.2,3.6792
137,810,161,1661,263.96,5,0.2,19.797
137,361,161,1661,71.632,11,0.2,17.908
137,1143,161,1661,9.328,1,0.2,0.8162
508,428,514,1303,5.88,2,0.0,2.646
508,2,514,1303,975.92,5,0.2,121.99
508,109,514,1303,303.84,8,0.0,91.152
508,463,514,1303,485.88,6,0.0,19.4352
110,1016,233,1012,12.54,3,0.0,4.5144
110,1413,233,1012,12.54,3,0.0,4.5144
110,386,233,1012,8.94,3,0.0,0.6258
110,51,233,1012,9.24,3,0.0,4.4352
172,711,26,1662,70.008,3,0.2,24.5028
172,277,26,1662,77.6,4,0.0,38.024
172,1733,26,1662,464.85,9,0.0,92.97
165,1073,515,1663,10.192,7,0.2,1.0192
137,1187,93,1324,1793.98,2,0.0,843.1706
40,1373,111,1664,758.352,6,0.2,265.4232
65,996,165,1360,20.368,1,0.2,7.3834
65,352,165,1360,49.848,3,0.2,16.8237
57,521,24,1351,239.97,3,0.0,67.1916
75,448,6,647,2404.704,6,0.2,150.294
75,1253,6,647,563.024,11,0.2,190.0206
75,158,6,647,344.91,3,0.0,10.3473
75,751,6,647,8.64,3,0.0,4.2336
465,938,208,1665,89.988,2,0.4,-14.998
465,1138,208,1665,229.544,7,0.2,83.2097
108,1734,15,1666,1.824,2,0.2,0.6156
108,1572,15,1666,18.32,5,0.8,-46.716
108,1534,15,1666,48.816,3,0.2,-11.5938
108,307,15,1666,1.188,1,0.8,-1.9602
472,543,48,1227,119.8,5,0.2,29.95
360,1444,36,1667,61.568,2,0.2,4.6176
360,685,36,1667,6.192,3,0.2,0.4644
618,1727,516,1668,2.214,3,0.7,-1.476
534,1532,1,145,5.32,2,0.0,2.6068
534,2,1,145,975.92,4,0.0,292.776
534,1301,1,145,2249.91,9,0.0,517.4793
534,357,1,145,59.92,4,0.0,16.7776
118,1664,159,1669,171.2,5,0.2,64.2
118,1670,159,1669,3.36,2,0.0,0.8736
282,1149,84,1670,114.2,5,0.0,52.532
576,214,511,1356,182.67,3,0.0,52.9743
576,664,511,1356,101.7,6,0.0,6.102
576,462,511,1356,1126.02,3,0.0,56.301
576,1700,511,1356,1263.3,6,0.0,315.825
554,458,6,613,8.82,3,0.0,2.5578
554,1248,6,613,37.94,2,0.0,18.2112
554,1735,6,613,4.2,2,0.0,1.176
554,421,6,613,227.28,2,0.0,2.2728
554,138,6,613,47.9,1,0.0,22.992
554,1525,6,613,61.96,2,0.0,30.3604
554,1379,6,613,1117.92,4,0.0,55.896
664,1420,272,1671,183.372,2,0.3,-7.8588
664,391,272,1671,7.968,2,0.2,2.8884
496,1055,428,1672,26.352,8,0.7,-18.4464
120,779,159,274,481.32,4,0.0,125.1432
120,1369,159,274,13.98,1,0.0,3.6348
130,813,46,593,25.92,6,0.2,9.072
130,586,46,593,91.59,3,0.0,42.1314
205,629,33,1572,674.058,3,0.3,-19.2588
532,1570,209,1673,22.92,4,0.0,11.0016
532,401,209,1673,269.9,5,0.0,16.194
653,1192,324,1674,11.808,8,0.7,-8.6592
653,1736,324,1674,9.588,2,0.4,-2.0774
4,594,341,1675,18.336,3,0.2,6.6468
4,718,341,1675,36.288,7,0.2,12.7008
4,434,341,1675,111.984,2,0.2,6.999
4,1425,341,1675,5.97,5,0.7,-4.577
4,814,341,1675,2.508,2,0.7,-1.8392
251,31,60,1676,35.96,2,0.0,10.4284
251,806,60,1676,14.952,3,0.2,5.4201
94,372,517,1677,67.144,7,0.2,5.8751
94,1737,517,1677,254.058,3,0.3,-32.6646
607,268,518,1678,173.94,3,0.0,38.2668
607,1144,518,1678,231.98,2,0.0,67.2742
624,1223,156,1556,2.296,2,0.8,-3.9032
415,1724,365,1679,96.08,2,0.0,46.1184
415,811,365,1679,3.62,2,0.0,1.1946
415,929,365,1679,629.1,6,0.0,301.968
415,1428,365,1679,90.48,2,0.0,23.5248
754,1473,129,1680,14.88,2,0.0,3.72
374,971,37,188,91.275,1,0.5,-67.5435
58,1204,70,1020,19.44,3,0.0,9.3312
58,1191,70,1020,897.15,3,0.0,251.202
45,334,30,1681,57.75,5,0.0,16.17
45,818,30,1681,14.94,3,0.0,7.0218
525,1186,6,1682,23.1,2,0.0,6.93
234,1375,43,1683,12.536,1,0.2,4.2309
234,757,43,1683,1.08,2,0.7,-0.792
234,1024,43,1683,4.512,3,0.2,0.846
755,1738,519,1684,16.776,3,0.2,1.6776
504,549,520,883,33.74,7,0.0,15.5204
206,1255,10,1685,1325.85,5,0.0,238.653
206,1230,10,1685,333.999,3,0.15,3.9294
206,183,10,1685,19.9,5,0.0,6.567
583,909,50,333,1268.82,9,0.0,266.4522
583,1553,50,333,283.92,4,0.0,82.3368
583,896,50,333,5.68,2,0.0,1.7608
432,462,378,66,375.34,1,0.0,18.767
99,1724,415,551,96.08,2,0.0,46.1184
99,349,415,551,11.68,2,0.2,3.942
99,53,415,551,4.36,2,0.0,1.7876
558,150,61,1667,29.24,4,0.0,13.7428
218,547,63,423,117.488,7,0.2,41.1208
218,550,63,423,18.84,3,0.0,6.0288
659,156,30,1575,12.42,3,0.0,5.2164
721,89,248,1686,12.96,2,0.0,6.2208
128,1739,10,1241,69.48,1,0.0,20.844
100,1314,30,1687,85.9,2,0.0,2.577
132,685,284,215,18.06,7,0.0,4.6956
132,963,284,215,79.14,3,0.0,36.4044
132,1476,284,215,37.4,2,0.0,14.212
301,1392,297,226,2.512,2,0.8,-4.396
301,1740,297,226,18.864,9,0.2,6.1308
427,1092,142,813,61.192,1,0.2,6.1192
427,1549,142,813,67.84,1,0.0,18.3168
756,214,6,1688,48.712,1,0.2,5.4801
756,252,6,1688,17.94,3,0.0,4.6644
756,879,6,1688,242.94,3,0.0,4.8588
25,631,3,1689,7.764,4,0.7,-5.176
389,1299,85,1690,467.04,4,0.2,58.38
535,1314,260,1691,128.85,3,0.0,3.8655
535,801,260,1691,8.4,2,0.0,4.116
535,412,260,1691,199.98,2,0.0,83.9916
535,921,260,1691,110.98,1,0.0,15.5372
127,71,134,369,207.984,2,0.2,-28.5978
127,1457,134,369,36.112,2,0.2,12.6392
127,648,134,369,35.568,2,0.2,5.7798
127,420,134,369,88.768,2,0.2,31.0688
391,1427,219,713,12.9,2,0.0,6.321
336,776,134,1692,717.12,9,0.2,152.388
118,888,24,252,21.36,5,0.2,7.209
118,814,24,252,6.688,2,0.2,2.3408
118,966,24,252,773.94,6,0.0,224.4426
339,1269,27,275,20.568,3,0.2,1.5426
339,939,27,275,4.356,2,0.8,-11.7612
339,1656,27,275,19.04,4,0.2,-1.428
341,715,126,1022,5.22,2,0.0,2.4012
6,87,189,62,84.84,3,0.0,22.9068
317,811,396,1693,7.24,5,0.2,1.1765
370,789,30,1694,14.4,5,0.0,7.056
643,495,98,157,15.552,3,0.2,5.4432
643,159,98,157,1325.76,6,0.2,149.148
643,1521,98,157,3.108,2,0.7,-2.1756
586,763,95,1695,6.672,3,0.2,2.1684
586,891,95,1695,689.408,4,0.2,77.5584
586,1514,95,1695,689.408,4,0.2,77.5584
429,1653,156,122,1889.99,5,0.8,-2929.4845
517,761,32,726,55.936,8,0.2,18.8784
517,1251,32,726,18.432,8,0.2,5.9904
517,539,32,726,20.32,5,0.2,3.556
450,1548,165,1696,52.064,4,0.2,18.8732
755,1741,315,1669,48.784,1,0.2,3.6588
755,640,315,1669,13.092,4,0.7,-10.0372
338,1569,63,1697,109.592,1,0.2,8.2194
338,1742,63,1697,56.7,5,0.0,27.783
145,1116,26,688,79.99,1,0.0,28.7964
259,1216,390,1698,69.5,5,0.0,20.155
259,138,390,1698,191.6,4,0.0,91.968
694,1743,4,1699,10.56,2,0.0,5.0688
613,1382,130,1700,47.79,3,0.0,16.2486
613,1584,130,1700,47.79,3,0.0,16.2486
282,387,239,1701,714.3,5,0.0,207.147
657,1744,46,817,2321.9,2,0.0,1114.512
657,1209,46,817,17.94,3,0.0,3.0498
757,134,64,258,9.522,1,0.7,-6.9828
757,423,64,258,791.964,6,0.4,-131.994
757,525,64,258,4.923,3,0.7,-3.9384
478,907,52,1702,209.979,7,0.7,-356.9643
681,446,178,257,33.93,3,0.7,-22.62
681,1745,178,257,222.32,7,0.2,25.011
681,1746,178,257,210.564,6,0.4,-52.641
514,193,214,867,35.168,7,0.2,9.6712
514,1747,214,867,1502.376,4,0.4,-250.396
758,226,142,1703,10.11,3,0.0,3.2352
758,219,142,1703,772.47,3,0.0,146.7693
758,466,142,1703,772.47,3,0.0,146.7693
758,688,142,1703,20.46,2,0.0,5.3196
90,416,165,199,347.58,3,0.0,17.379
189,482,89,1324,72.64,2,0.0,21.792
189,219,89,1324,772.47,3,0.0,146.7693
189,466,89,1324,772.47,3,0.0,146.7693
189,1639,89,1324,39.92,4,0.0,11.1776
289,1623,337,921,33.48,2,0.0,16.4052
289,350,337,921,461.97,3,0.0,133.9713
289,15,337,921,137.62,2,0.0,60.5528
289,1748,337,921,302.67,3,0.0,72.6408
611,596,156,1704,239.976,3,0.2,53.9946
365,1498,10,1416,8.34,3,0.0,2.1684
365,1269,10,1416,8.57,1,0.0,2.2282
365,443,10,1416,119.616,8,0.2,40.3704
180,57,276,987,212.94,3,0.0,25.5528
180,1289,276,987,26.49,1,0.0,7.4172
368,1685,202,1705,687.4,5,0.0,48.118
610,567,61,1494,653.55,3,0.0,111.1035
610,664,61,1494,33.9,2,0.0,2.034
284,609,18,690,239.96,5,0.2,83.986
478,725,50,1706,199.836,4,0.3,-37.1124
478,1129,50,1706,716.0,2,0.0,193.32
478,353,50,1706,221.06,7,0.0,103.8982
483,1457,2,1707,67.71,3,0.0,32.5008
483,798,2,1707,129.92,4,0.0,38.976
483,695,2,1707,467.46,9,0.0,191.6586
483,1663,2,1707,61.4,5,0.0,28.858
483,740,2,1707,720.76,4,0.0,187.3976
483,878,2,1707,5.184,3,0.2,1.8144
483,1658,2,1707,14.7,5,0.0,3.969
733,705,27,1708,8.134,7,0.8,-13.8278
733,654,27,1708,79.984,2,0.2,13.9972
145,1300,120,1709,18.54,2,0.0,8.7138
209,376,12,1263,24.4,2,0.2,7.93
548,1169,149,1710,195.64,4,0.0,91.9508
734,776,163,1711,398.4,5,0.2,84.66
734,458,163,1711,7.056,3,0.2,0.7938
734,593,163,1711,1352.3976,9,0.32,-437.5404
393,1638,521,1712,26.4,5,0.0,11.88
393,706,521,1712,41.88,6,0.0,0.8376
230,812,12,1713,99.846,9,0.7,-83.205
237,760,522,1349,699.98,2,0.0,195.9944
237,394,522,1349,584.82,9,0.0,70.1784
352,721,40,835,43.98,2,0.0,21.99
352,1076,40,835,377.97,3,0.0,105.8316
352,484,40,835,123.96,3,0.0,11.1564
245,35,50,1714,391.98,2,0.0,113.6742
619,267,180,99,383.976,3,0.2,81.5949
619,414,180,99,1781.682,7,0.4,-653.2834
500,1056,142,1431,21.4,5,0.0,6.206
16,1599,191,1715,549.99,1,0.0,274.995
16,1105,191,1715,167.535,3,0.1,37.23
16,119,191,1715,38.34,3,0.0,17.253
16,1115,191,1715,53.88,6,0.0,22.6296
16,1543,191,1715,299.98,2,0.0,83.9944
595,962,10,1716,62.8,4,0.0,15.7
470,535,14,1717,13.904,2,0.2,4.5188
278,216,33,1718,744.1,5,0.3,-95.67
278,608,33,1718,44.84,5,0.2,5.605
278,1694,33,1718,401.59,2,0.3,-131.951
345,530,202,1311,18.24,3,0.0,8.5728
215,1260,35,1665,359.499,3,0.15,-29.6058
215,1365,35,1665,359.499,3,0.15,-29.6058
215,475,35,1665,10.48,1,0.0,2.8296
83,495,178,932,20.736,4,0.2,7.2576
759,924,234,1552,35.168,4,0.2,8.3524
759,992,234,1552,64.704,3,0.2,23.4552
555,786,112,109,105.52,4,0.0,48.5392
468,502,177,854,5.792,2,0.8,-9.5568
472,1749,75,942,466.158,7,0.4,-93.2316
472,558,75,942,10.312,1,0.2,-1.289
472,805,75,942,2.556,3,0.7,-1.7892
448,1401,523,1719,7.968,2,0.2,2.8884
448,604,523,1719,8.784,1,0.2,3.1842
759,244,523,406,3.024,3,0.2,-0.6048
121,460,470,1720,51.45,3,0.0,13.8915
319,1311,27,30,14.016,4,0.8,-31.536
319,845,27,30,214.95,5,0.5,-120.372
319,857,27,30,35.04,4,0.2,-7.008
319,1115,27,30,10.776,3,0.6,-4.8492
319,1033,27,30,4.6,2,0.8,-8.05
319,212,27,30,35.168,2,0.2,-8.3524
44,419,411,1721,19.152,3,0.2,6.4638
617,326,163,1722,4.448,2,0.2,0.3336
617,733,163,1722,5.184,1,0.2,1.8792
617,1588,163,1722,5.184,1,0.2,1.8792
617,13,163,1722,15.552,3,0.2,5.4432
422,146,12,1723,40.032,6,0.2,12.51
422,61,12,1723,16.776,3,0.2,5.0328
299,1356,263,1670,186.304,4,0.2,13.9728
469,1367,113,1607,66.36,4,0.0,23.226
44,517,396,1724,42.048,9,0.2,5.256
44,209,396,1724,67.92,5,0.2,6.792
554,471,64,1725,52.512,6,0.2,19.692
554,42,64,1725,186.912,6,0.2,-35.046
554,1426,64,1725,10.048,4,0.2,3.14
457,1750,27,1726,17.496,9,0.6,-7.4358
493,1321,78,1727,15.552,3,0.2,5.4432
334,309,65,813,10.776,3,0.2,3.3675
733,1751,64,1728,3.304,1,0.2,1.0738
364,1042,30,1311,35.48,1,0.0,0.0
422,273,188,1729,34.44,3,0.0,16.1868
422,1571,188,1729,629.93,7,0.0,296.0671
422,1055,188,1729,79.056,9,0.2,28.6578
11,245,300,1730,232.55,5,0.0,9.302
11,1146,300,1730,99.98,2,0.0,42.9914
11,1752,300,1730,19.44,3,0.0,9.3312
11,733,300,1730,12.96,2,0.0,6.3504
11,1588,300,1730,12.96,2,0.0,6.3504
662,987,30,1731,464.292,9,0.4,-108.3348
662,712,30,1731,68.46,7,0.0,31.4916
662,821,30,1731,2799.96,4,0.0,1371.9804
662,229,30,1731,601.3,2,0.0,198.429
662,1271,30,1731,16.99,1,0.0,4.4174
662,1506,30,1731,287.97,3,0.0,80.6316
662,1483,30,1731,44.82,9,0.0,21.0654
131,1322,159,284,101.12,8,0.0,37.4144
213,824,263,1732,107.976,3,0.2,37.7916
436,1640,30,611,58.73,7,0.0,14.6825
436,711,30,611,93.344,4,0.2,32.6704
438,265,6,1733,17.05,5,0.0,8.184
503,889,189,84,8.096,2,0.2,2.7324
748,565,337,450,30.36,4,0.0,13.0548
351,844,185,442,23.34,3,0.0,10.9698
351,1563,185,442,51.55,5,0.0,24.2285
518,261,10,1734,119.9,2,0.0,43.164
225,2,30,1467,1317.492,6,0.1,292.776
225,1464,30,1467,63.84,8,0.0,18.5136
225,309,30,1467,3.592,1,0.2,1.1225
253,489,63,1735,86.26,2,0.0,29.3284
253,1167,63,1735,139.04,4,0.0,38.9312
253,1279,63,1735,46.8,4,0.0,16.38
312,1592,524,1009,8.544,4,0.2,1.9224
312,660,524,1009,842.376,3,0.2,105.297
507,1258,256,1067,1214.85,3,0.0,352.3065
65,300,10,1736,67.78,2,0.0,16.945
625,869,525,1737,39.9,5,0.0,10.374
751,477,165,338,2.688,1,0.2,0.84
751,210,165,338,6.6,3,0.0,2.904
609,21,526,950,28.4,4,0.0,13.064
609,1480,526,950,212.94,3,0.0,34.0704
690,1747,156,1738,1001.584,2,0.2,125.198
690,1659,156,1738,569.058,3,0.3,-178.8468
690,91,156,1738,14.224,2,0.6,-10.3124
123,196,346,1739,105.584,2,0.2,9.2386
123,1314,346,1739,68.72,2,0.2,-14.603
748,1550,6,774,1367.84,8,0.0,259.8896
220,84,100,1740,301.96,2,0.0,33.2156
696,57,55,988,170.352,3,0.2,-17.0352
711,132,375,986,3.9,2,0.0,1.521
711,1580,375,986,3.9,2,0.0,1.521
711,1022,375,986,12.84,3,0.0,5.778
711,220,375,986,15.84,3,0.0,7.128
711,504,375,986,563.94,3,0.0,112.788
711,1028,375,986,62.94,3,0.0,11.9586
711,1554,375,986,62.94,3,0.0,11.9586
711,523,375,986,535.41,3,0.0,160.623
157,488,186,1741,3504.9,5,0.0,700.98
157,700,186,1741,144.12,3,0.0,69.1776
157,929,186,1741,314.55,3,0.0,150.984
